question_id,question_filename,question_grade,question_term,question_unit,question_topic,question_topic_name,question_type1,question_type2,question_condition,question_step,question_sector1,question_sector2,question_difficulty,question_contents,figure_text,question_text,source,label
00041_42236,M1_1_01_00041_42236.png,M1,1,01,7101001,소수와 합성수,선택형,2,1,기본,이해,수와 연산,3,0,,다음 중 소수가 아닌 수를 모두 고르면? (정답 2개)((1) 1 (2) 11 (3) 29 (4) 37 (5) 49,111.수학 과목 문제생성 데이터,validation
00041_42257,M1_1_01_00041_42257.png,M1,1,01,7101015,최대공약수 구하기,단답형,2,0,기본,계산,수와 연산,2,0,,"세 수 $ 105,135,3^{2} \\times 5^{2} \\times 7 $ 의 최대공약수를 구하여라. $\\square$",111.수학 과목 문제생성 데이터,validation
00041_42272,M1_1_01_00041_42272.png,M1,1,01,7101022,최소공배수를 이용하여 공배수 구하기,단답형,1,0,기본,이해,수와 연산,2,0,,"두 자연수 $a, b$의 최소공배수가 $ 21 $일 때, 다음 <보기> 중 $a, b$의 공배수는 모두 몇 개인가? <table border>   <tbody>     <tr>       <td><보기> $ 3,7,24,32,42,105 $</td>     </tr> </tbody> </table>",111.수학 과목 문제생성 데이터,validation
00041_42299,M1_1_01_00041_42299.png,M1,1,01,7101034,도형에 대한 최소공배수의 활용,단답형,2,0,실생활응용,이해,수와 연산,2,0,,"가로, 세로의 길이와 높이가 각각 $ 6 \\mathrm{~cm}, 8 \\mathrm{~cm}, 4 \\mathrm{~cm} $인 벽돌을 같은 방향으로 빈틈없이 쌓아서 가능한 한 작은 정육면체를 만들려고 한다. 이때, 필요한 벽돌의 개수를 구하여라.",111.수학 과목 문제생성 데이터,validation
00041_42301,M1_1_01_00041_42301.png,M1,1,01,7101034,도형에 대한 최소공배수의 활용,단답형,2,0,기본,이해,수와 연산,2,0,,"가로와 세로의 길이가 각각 $32 \\mathrm{~cm}, 24 \\mathrm{~cm}$인 직사각형 모양의 종이를 겹치지 않고 같은 방향으로 빈틈없이 붙여서 가장 작은 정사각형을 만들려고 한다. 이때, 필요한 종이의 장수를 구하여라.",111.수학 과목 문제생성 데이터,validation
00041_42308,M1_1_01_00041_42308.png,M1,1,01,7101031,숫자에 대한 최소공배수의 활용(자연수로 나누기),단답형,2,0,기본,이해,수와 연산,2,0,,$6$으로 나누면 $4$가 남고 $9$로 나누면 $7$이 남는 자연수 중 $50$에 가장 가까운 수를 구하여라.,111.수학 과목 문제생성 데이터,validation
00041_42329,M1_1_01_00041_42329.png,M1,1,01,7101038,최대공약수와 최소공배수의 관계,단답형,2,0,기본,이해,수와 연산,3,0,,"두 자연수의 곱이 $200$이고 최대공약수가 $10$일 때, 이 두 자연수의 최소공배수를 구하여라.",111.수학 과목 문제생성 데이터,validation
00041_42359,M1_1_01_00041_42359.png,M1,1,01,7101028,"개수,횟수,명수에 대한 최대공약수의 활용(일정한 양을 가능한 한 많은 사람에게 나누어주기)",단답형,2,0,실생활응용,문제해결,수와 연산,2,0,,"어느 다과회에 참가한 학생들에게 과자 $62$개와 사탕 $70$개를 똑같이 나누어 주었더니 과자는 $2$개가 남고 사탕은 $2$개가 부족했다. 이 다과회에 참가한 학생이 $10$명 이상일 때, 다과회에 참가한 학생 수를 구하여라.",111.수학 과목 문제생성 데이터,validation
00041_42360,M1_1_01_00041_42360.png,M1,1,01,7101029,일정간격에 대한 최대공약수의 활용,단답형,1,0,실생활응용,문제해결,수와 연산,2,0,,"학교 운동장에 다음 그림과 같이 세 그루의 나무가 있다. 이 나무들 사이에 일정한 간격으로 장미꽃 나무를 심으려고 할 때, 필요한 장미꽃 나무는 최소한 몇 그루인지 구하여라.",111.수학 과목 문제생성 데이터,validation
00041_45756,M1_1_01_00041_45756.png,M1,1,01,7101002,곱을 거듭제곱으로 나타내기,선택형,2,0,기본,이해,수와 연산,3,0,,다음 중 거듭제곱으로 바르게 표현한 것은?  ①$3×3×3×3×3$=$5^2$ ②$a×a×a×a$=$4a$  ③$2×2×3×3×3$=$2^2$+$3^3$  ④$3×3×3×7×7×7$=$3^7$  ⑤$3×3×5×5×5$=$3^2$×$5^3$,111.수학 과목 문제생성 데이터,validation
