question_id,question_filename,question_grade,question_term,question_unit,question_topic,question_topic_name,question_type1,question_type2,question_condition,question_step,question_sector1,question_sector2,question_difficulty,question_contents,figure_text,question_text,source,label
00041_36456,M3_1_01_00041_36456.png,M3,1,01,9101055,수의 대소 비교,선택형,2,1,기본,이해,수와 연산,1,0,,$ \\frac{6 \\sqrt{0 . \\dot{6}}}{\\sqrt{2}} $보다 큰 수를 모두 고르면? (정답 $2$개)  ①$ \\sqrt{2}+\\sqrt{3} $  ②$ 3 \\sqrt{3}-2 $  ③$ 3 \\sqrt{2} $ ④$ \\sqrt{48}-3 $  ⑤$ \\sqrt{3}+1 $,111.수학 과목 문제생성 데이터,validation
00041_36459,M3_1_01_00041_36459.png,M3,1,01,9101057,분배법칙을 이용한 무리수의 곱셈,선택형,2,0,기본,계산,수와 연산,3,0,,$ \\sqrt{5}(\\sqrt{10}-\\sqrt{8}) $ 을 간단히 하면? (1) $ 5 \\sqrt{2}-5 \\sqrt{3} $ (2) $ 4 \\sqrt{5}-2 $ (3) $ 4 \\sqrt{5}-5 \\sqrt{2} $ (4) $ 5 \\sqrt{2}-2 \\sqrt{10} $ (5) $ 5 \\sqrt{2}-4 \\sqrt{5} $,111.수학 과목 문제생성 데이터,validation
00041_36511,M3_1_01_00041_36511.png,M3,1,01,9101064,근호를 포함한 복잡한 식의 계산,단답형,2,0,기본,계산,수와 연산,2,0,,$ (2 \\sqrt{5}-4)^{2}-(\\sqrt{5}-2)(3 \\sqrt{5}+1) $ 을 간단히 하여라.,111.수학 과목 문제생성 데이터,validation
00041_40765,M3_1_01_00041_40765.png,M3,1,01,9101076,무리수의 정부 부분과 소수 부분(2),단답형,2,0,기본,이해,수와 연산,2,0,,"$ \\sqrt{5} $의 소수 부분을 $ a, 3-\\sqrt{2} $의 소수 부분을 $b$라 할 때, $a, b$의 값을 각각 구하여라.",111.수학 과목 문제생성 데이터,validation
00041_40779,M3_1_01_00041_40779.png,M3,1,01,9101037,문자로 나타낸 실수의 대소 관계,선택형,2,0,기본,이해,수와 연산,2,0,,"$‒1<a<0$일 때, 다음 중 가장 큰 수는? (1) $ \\sqrt{-a} $ (2) $ \\sqrt{-\\frac{1}{a}} $ (3) $ \\frac{1}{a} $ (4) $ a $ (5) $ -a^{2} $",111.수학 과목 문제생성 데이터,validation
00041_40784,M3_1_01_00041_40784.png,M3,1,01,9101034,세 실수의 대소 관계,선택형,1,0,기본,이해,수와 연산,2,0,,"다음 중 세 수 $ a, b, c $ 의 대소 관계를 바르게 나타낸 것은? $ a=\\sqrt{6}+1, b=\\sqrt{10}-2, c=3 $ (1) $ a<b<c $ (2) $ a<c<b $ (3) $ b<a<c $ (4) $ b<c<a $ (5) $ c<b<a $",111.수학 과목 문제생성 데이터,validation
00041_40800,M3_1_01_00041_40800.png,M3,1,01,9101029,정사각형을 이용하여 수직선에 무리수 대응시키기,단답형,1,1,기본,이해,수와 연산,2,0,"숫자 0부터 6까지 나와 있는 수직선이 있고, 한 변의 길이가 1인 정사각형 모눈이 수직선 위 2에서 5까지 3칸 3줄 그려져 있고, 모눈 가로 2칸, 세로 1칸인 직사각형의 대각선을 한 변으로 하는 정사각형 ABCD의 꼭짓점 A가 수직선 위 3에 올려 있고, 변 AD, AB를 반지름으로 하는 원을 그리고 점 B, D가 움직인 위치에 따라 화살표가 수직선과 만나는 점 각각 P, Q를 가리키고 있는 그림","다음 그림에서 $ \\square ABCD $는 정사각형이다. $ \\overline{AD} $ 와 $ \\overline{AB} $를 반지름으로 하는 원을 그려서 수직선과 만나는 점을 각각 $ P, Q $라 할 때, 두 점 $ P, Q $의 좌표를 각각 구하여라. (단, 모둔 한 칸은 한 변의 길이가 $1$인 정사각형이다.)",111.수학 과목 문제생성 데이터,validation
00041_40836,M3_1_01_00041_40836.png,M3,1,01,9101046,제곱근의 곱셈과 나눗셈,선택형,2,0,기본,계산,수와 연산,2,0,,$ \\sqrt{\\frac{3}{4}} \\div \\frac{2}{\\sqrt{5}} \\times \\frac{\\sqrt{2}}{\\sqrt{15}} $ 를 간단히 하면? ① $ \\frac{\\sqrt{2}}{2} $ ② $ \\frac{2 \\sqrt{2}}{3} $ ③ $ \\frac{\\sqrt{2}}{4} $ ④ $ \\frac{3 \\sqrt{2}}{5} $ ⑤ $ \\frac{\\sqrt{2}}{6} $,111.수학 과목 문제생성 데이터,validation
00041_40870,M3_1_01_00041_40870.png,M3,1,01,9101041,루트 a의 꼴로 나타내기,단답형,2,0,기본,계산,수와 연산,3,0,,다음 수를 $ \\sqrt{a} $ 또는 $ -\\sqrt{a} $의 꼴로 나타내어라. (1) $ 4 \\sqrt{3} $ (2) $ -0.2 \\sqrt{6} $,111.수학 과목 문제생성 데이터,validation
00041_40894,M3_1_01_00041_40894.png,M3,1,01,9101062,제곱근의 계산 결과가 유리수가 될 조건,선택형,2,0,기본,이해,수와 연산,2,0,,$ \\sqrt{2}(\\sqrt{18}-3)-a(1-\\sqrt{2}) $ 가 유리수가 되기 위한 유리수 $ a $ 의 값은? ①$1$ ②$2$ ③$3$ ④$4$ ⑤$5$,111.수학 과목 문제생성 데이터,validation
00041_40915,M3_1_01_00041_40915.png,M3,1,01,9101072,제곱근의 성질을 이용하여 제곱근의 값 구하기(1)-10²ⁿ는1/(10²ⁿ) 과의 곱 이용,선택형,2,0,기본,계산,수와 연산,2,0,,"$ \\sqrt{3.3}=1.817, \\sqrt{33}=5.745 $ 일 때, $ \\sqrt{1188} $ 의 값은? ①$ 7.268 $ ②$ 16.353 $ ③$ 22.98 $ ④$ 34.47 $ ⑤$ 10.902 $",111.수학 과목 문제생성 데이터,validation
00041_40936,M3_1_01_00041_40936.png,M3,1,01,9101072,제곱근의 성질을 이용하여 제곱근의 값 구하기(1)-10²ⁿ는1/(10²ⁿ) 과의 곱 이용,단답형,1,0,실생활응용,문제해결,수와 연산,2,0,,"다음 표는 제곱근표의 일부분이다. 넓이가 $0.473 \\mathrm{~m}^2$인 정사각형 모양의 액자가 있다. 이 액자의 한 변의 길이를 제곱근표를 이용하여 구하여라. <table border>   <tbody>     <tr>       <td>수</td>       <td>$0$</td>       <td>$1$</td>       <td>$2$</td>       <td>$3$</td>       <td>$4$</td>       <td>$\\cdots$</td>     </tr>     <tr>       <td>$4.7$</td>       <td>$2,168$</td>       <td>$2,170$</td>       <td>$2,173$</td>       <td>$2,175$</td>       <td>$2,177$</td>       <td>$\\cdots$</td>     </tr>     <tr>       <td>$4.8$</td>       <td>$2.191$</td>       <td>$2,193$</td>       <td>$2.195$</td>       <td>$2.198$</td>       <td>$2.200$</td>       <td>$\\cdots$</td>     </tr>     <tr>       <td>$\\vdots$</td>       <td>$\\vdots$</td>       <td>$\\vdots$</td>       <td>$\\vdots$</td>       <td>$\\vdots$</td>       <td>$\\vdots$</td>       <td>$\\vdots$</td>     </tr>     <tr>       <td>$4.7$</td>       <td>$6.858$</td>       <td>$6.863$</td>       <td>$6.870$</td>       <td>$6,877$</td>       <td>$6,885$</td>       <td>$\\cdots$</td>     </tr>     <tr>       <td>$48$</td>       <td>$6.928$</td>       <td>$6.935$</td>       <td>$6.943$</td>       <td>$5,950$</td>       <td>$6,957$</td>       <td>$\\cdots$</td>     </tr> </tbody> </table>",111.수학 과목 문제생성 데이터,validation
00041_40963,M3_1_01_00041_40963.png,M3,1,01,9101066,대입을 이용한 식의 값 구하기,단답형,2,0,기본,이해,수와 연산,2,0,,"$ x=\\frac{\\sqrt{2}-1}{\\sqrt{2}+1} $ 일 때, $ x+\\frac{1}{x}, x-\\frac{1}{x} $ 의 값을 각각 구하여라.",111.수학 과목 문제생성 데이터,validation
00041_45057,M3_1_01_00041_45057.png,M3,1,01,9101039,제곱근의 곱셈,선택형,2,1,기본,계산,수와 연산,3,0,,다음 중 옳은 것을 모두 고르면? (정답 $2$개) (1) $ \\sqrt{2} \\times \\sqrt{2}=4 $ (2) $ \\sqrt{2} \\times \\sqrt{7}=\\sqrt{14} $ (3) $ \\sqrt{2} \\times \\sqrt{8}=16 $ (4) $ \\sqrt{3} \\times \\sqrt{11}=33 $ (5) $ \\sqrt{5} \\times \\sqrt{6}=\\sqrt{30} $,111.수학 과목 문제생성 데이터,validation
00041_45074,M3_1_01_00041_45074.png,M3,1,01,9101058,분배법칙을 이용한 분모의 유리화,단답형,1,0,기본,이해,수와 연산,3,0,,$\\square$ 안에 알맞은 수를 써넣어라.  $ \\frac{2-\\sqrt{2}}{\\sqrt{2}}=\\frac{(2-\\sqrt{2})㉠}{\\sqrt{2} ㉡}  -=\\frac{2 \\sqrt{2}-2}{2}=\\frac{2(\\sqrt{2}-1)}{2}=㉢ $,111.수학 과목 문제생성 데이터,validation
00041_45078,M3_1_01_00041_45078.png,M3,1,01,9101052,"간단한 제곱근의 덧셈, 뺄셈",단답형,2,0,기본,계산,수와 연산,2,0,,다음 식을 간단히 하여라. (1) $ \\sqrt{2}-6 \\sqrt{3}+3 \\sqrt{2}-4 \\sqrt{3} $ (2) $ 5 \\sqrt{2}+3 \\sqrt{2}-\\sqrt{6}+2 \\sqrt{6} $,111.수학 과목 문제생성 데이터,validation
00041_45083,M3_1_01_00041_45083.png,M3,1,01,9101053,a 루트 b의 꼴로 고쳐서 계산하기,선택형,2,0,기본,계산,수와 연산,3,0,,$ \\sqrt{98}-\\sqrt{72}-\\sqrt{8} $를 간단히 하면?  ① $ -3 $ ② $ -\\sqrt{2} $ ③ $ -1 $ ④ $ 3 $ ⑤ $ 3 \\sqrt{2} $,111.수학 과목 문제생성 데이터,validation
00041_45086,M3_1_01_00041_45086.png,M3,1,01,9101054,분모에 근호가 있는 경우의 계산,선택형,2,0,기본,계산,수와 연산,2,0,,$ \\sqrt{27}-\\frac{12}{\\sqrt{3}}-\\frac{4}{\\sqrt{8}}+\\sqrt{72} $ 를 간단히 하면? (1) $ 4 \\sqrt{7}-\\sqrt{3} $ (2) $ 5 \\sqrt{2}-\\sqrt{3} $ (3) $ 7 \\sqrt{2}+7 \\sqrt{3} $ (4) $ 5 \\sqrt{2}+5 \\sqrt{3} $ (5) $ 5 \\sqrt{2}-9 \\sqrt{3} $,111.수학 과목 문제생성 데이터,validation
